Fertilizer Name;N (%);P (%);K (%);Fertilizer Type;Absorption Rate (%);Price per kg (TND);State;Region of Use in Tunisia;Specific Crop;Crop N;Crop P;Crop K;Application Method;Root Depth (cm);Soil_P;Soil_K;Soil_N;pH;Usage (Dosage)
FERROACTIV H48;15;10;5;Chemical;70;2.82;Beja;North;Corn;142;61;34;Foliar;70;26.20465455744062;139.2;40.9;7.124338345299074;16.81
ACM AMINO 45 SOLID;15;15;15;Organic;85;3.41;Gafsa;South;Potato;61;62;21;Soil Application;50;12.5;54.038586705850506;37.89162507685122;8.382363118181852;5.93
FERTIGRAIN FOLIAR;10;10;5;Liquid;65;2.36;Jendouba;North;Potato;61;62;21;Foliar;50;32.79291925963445;78.7;64.5;6.445956977449164;6.73
PERFECTOSE;15;5;10;Liquid;46;2.08;Tataouine;South;Potato;61;62;21;Radicular and Foliar;50;21.86157461005517;77.4;23.01487865149663;7.463213685274858;14.64
MainstayCalcio;15;5;5;Liquid;60;2.24;Jendouba;North;Olive;146;70;40;Radicular and Foliar;80;29.7;91.8;61.64925763709008;6.782362060241465;15.7
SANBIO EPSOMIT;15;15;5;Granular;70;2.48;Sousse;Central;Corn;142;61;34;Soil Application;70;16.51476089422697;64.84986332825412;50.56526765099481;7.322072553791933;15.26
FERTICROP ORGANIC PLUS;15;12;15;Organic;55;2.76;Mahdia;Central;Corn;142;61;34;Soil Application;70;14.9;105.0;34.2;7.347748035581832;7.93
DAP 18-46-0;18;46;0;Granular;60;3.95;Monastir;Central;Olive;146;70;40;Soil Application;80;13.3;90.96068067097973;;8.00749198737938;5.0
GOLDEN FER;12;10;5;Liquid;70;1.98;Monastir;Central;Potato;61;62;21;Radicular and Soil Application;50;12.008090578338704;84.3925460913549;22.579000161333656;8.148137596917143;20.66
ECORMON;5;5;15;Chemical;85;1.77;Medenine;South;Barley;127;39;57;Radicular and Foliar;55;20.34269592226632;46.1;24.24852372680783;7.296817644367786;48.63
IDAI BROTAVERD;15;15;10;Granular;75;3.26;Manouba;North;Barley;127;39;57;Radicular and Foliar;55;36.4;101.36623702839296;35.4488260126645;6.57295238510183;5.73
MICROFERT 12-0-0 + 1Zn;12;0;0;Chemical;50;1.29;Ariana;North;Olive;146;70;40;Foliar;80;19.562761919063;93.0;31.05890196823459;7.276328034179039;125.9
SANBIO PLANTA;15;10;15;Organic;80;2.9;Sousse;Central;Barley;127;39;57;Soil Application;55;;68.02104065062461;47.1;7.438021397220025;5.0
FERTIMAX 15-15-15;15;15;15;Granular;60;2.92;Tozeur;South;Olive;146;70;40;Soil Application;80;22.8;75.33888420702131;14.973516134447882;8.261912734306904;5.45
GROBEL NPK 4-3-3 + 1MgO;4;3;3;Organic;55;1.27;Kebili;South;Barley;127;39;57;Soil Application;55;18.1;67.6;38.44519559983392;8.016140254993612;38.15
ALGALIV;15;15;10;Organic;60;3.44;Ariana;North;Corn;142;61;34;Radicular and Foliar;70;18.929622309714134;80.3;31.9;7.472890659332579;9.12
ACM BORO;12;15;15;Granular;70;3.15;Ariana;North;Olive;146;70;40;Foliar;80;17.177040943899478;;31.35557297266312;7.48119927903921;5.06
Tradecitrus;15;10;15;Chemical;75;3.11;Manouba;North;Barley;127;39;57;Radicular and Foliar;55;33.1;93.29146080652602;41.4;6.505363232965403;5.3
FOLIARFEED 10-5-5;10;5;5;Granular;65;2.42;Manouba;North;Potato;61;62;21;Foliar;50;33.14069642838775;89.49025964952634;36.4;6.565798294658885;20.7
FULLVIGOR;12;5;20;Liquid;65;2.7;Sfax;South;Tomato;142;33;22;Radicular;45;6.8;101.44111065326308;42.6;7.728728492420115;6.13
GLYBET;20;10;10;Liquid;80;3.22;Jendouba;North;Potato;61;62;21;Radicular and Foliar;50;30.8;76.0;57.0;6.6800864440549;5.24
MainstayCalcio;15;5;5;Liquid;60;2.34;Gabes;South;Potato;61;62;21;Radicular and Foliar;50;5.034364097012148;;41.025564495007394;8.187955713735882;19.81
KALIFERT 0-0-50;0;0;50;Granular;65;3.36;Kebili;South;Wheat;41;73;79;Soil Application;60;21.0;69.9;36.63641545875335;8.11578210625199;19.23
ACM COBRE;12;15;10;Organic;53;3.33;Tataouine;South;Corn;142;61;34;Radicular and Foliar;70;23.8;83.84124110031169;23.5;7.588663136871492;10.9
BIOCAL;15;10;20;Organic;55;3.02;Jendouba;North;Olive;146;70;40;Radicular and Foliar;80;29.3;89.4;57.677645962549846;6.758642850165902;5.24
ACM MAR 20;5;15;10;Granular;50;2.68;Siliana;Central;Tomato;142;33;22;Radicular and Foliar;45;18.0;85.2;56.94843360468836;7.249743397385576;13.28
FERTIGRAIN START;15;15;15;Organic;50;3.61;Manouba;North;Barley;127;39;57;Seed Treatment;55;33.90742521164118;103.81007563458816;43.7;6.61053485700288;7.67
ACM SEAFORCE;5;10;15;Liquid;85;2.13;Tozeur;South;Wheat;41;73;79;Seed Treatment and Foliar;60;24.41523178541777;68.3;14.3;8.156323256741699;46.25
ASCOFILLUM;15;10;10;Chemical;70;3.12;Sfax;South;Potato;61;62;21;Radicular and Foliar;50;6.543180604973855;89.8;44.3;7.787223126965864;9.72
MAGNIFERT 10-5-10 + 2MgO;10;5;10;Chemical;55;2.04;Kebili;South;Barley;127;39;57;Soil Application;55;21.5;69.1;42.29318538040047;8.025957395740665;11.91
DEFENDER MZ;10;15;10;Liquid;85;2.5;Tunis;North;Potato;61;62;21;Radicular and Foliar;50;24.9;141.04524888538594;66.07147460760497;7.296289555311385;5.0
FERTIGRAIN START;15;15;15;Organic;50;3.1;Mahdia;Central;Olive;146;70;40;Seed Treatment;80;14.170480186871778;102.5;33.19569381714964;7.5002990856665726;6.85
ALGADUL;5;10;10;Granular;65;2.74;Monastir;Central;Olive;146;70;40;Radicular and Foliar;80;11.1;80.4;20.1;8.020753140248853;8.26
TURBO;15;10;15;Chemical;60;3.48;Ariana;North;Potato;61;62;21;Radicular and Foliar;50;18.9;83.72683829950982;31.4;7.238714906523583;7.84
FLOCROP B;15;10;5;Liquid;70;2.57;Nabeul;North;Potato;61;62;21;Radicular and Foliar;50;21.4;117.2;56.09866058816689;7.061295584943399;15.74
ACM MAR S;15;10;10;Granular;90;2.56;Gafsa;South;Tomato;142;33;22;Foliar;45;10.0;63.206166447696205;43.8;8.11056862111292;8.71
FORCE CYT;10;15;5;Organic;80;2.69;Kasserine;Central;Olive;146;70;40;Radicular and Foliar;80;30.661376788675213;112.47876544004588;45.520343723099344;8.035039548884122;12.41
WUXAL AMINO;15;5;10;Organic;68;2.27;Kebili;South;Corn;142;61;34;Radicular and Foliar;70;19.3;75.1;41.0;7.853530395254207;8.93
DEFENDER CALCIO;15;10;5;Chemical;59;2.56;Gafsa;South;Tomato;142;33;22;Radicular and Foliar;45;11.987851678922269;60.572666849560775;36.7;7.9792800202141;22.69
ZINC SULFATE;5;10;15;Liquid;60;2.24;Monastir;Central;Corn;142;61;34;Soil Application;70;13.21054402962374;91.72270723755445;22.220763546556263;7.8878713204279824;6.16
ACA 27 ORGANIC;10;15;15;Chemical;85;3.3;Nabeul;North;Olive;146;70;40;Radicular and Foliar;80;22.80834022527637;103.81640623167232;54.28413499460303;7.111043563213341;5.0
RAPTOR FE 48;15;10;10;Liquid;75;3.08;Gafsa;South;Barley;127;39;57;Radicular;55;10.7;65.88532118130364;41.3;7.901099556171399;8.98
GOLDEN FER;12;10;5;Liquid;70;2.16;Kasserine;Central;Tomato;142;33;22;Radicular and Soil Application;45;26.0;119.23678021458986;48.3;7.869173224213365;17.99
BIOCAL;15;10;20;Organic;55;2.86;Tozeur;South;Olive;146;70;40;Radicular and Foliar;80;23.8;61.04976615847558;14.459392988985858;8.039777951392441;5.0
KALIFERT 0-0-50;0;0;50;Granular;65;3.82;Sidi Bouzid;Central;Potato;61;62;21;Soil Application;50;;73.2;19.6;7.260181924703873;5.0
TERIOS LIQUIDO;5;5;20;Chemical;70;2.78;Tunis;North;Wheat;41;73;79;Radicular;60;23.2;149.9646324360912;61.39365016462606;7.121530657484551;5.0
VIGORAL MOL;15;12;15;Chemical;80;3.43;Gabes;South;Wheat;41;73;79;Radicular and Foliar;60;4.9;80.7;41.26654821710099;8.308891051266523;5.0
ZINC SULFATE;5;10;15;Liquid;60;2.81;Sidi Bouzid;Central;Olive;146;70;40;Soil Application;80;11.4;77.78883807126945;23.04020791718408;7.188950767372797;6.31
MAGNESIUM NITRATE;10;10;10;Granular;50;2.43;Sidi Bouzid;Central;Olive;146;70;40;Soil Application;80;10.82192051680887;71.63785678258353;20.0;7.232667572023918;11.18
TERIOS LIQUIDO;5;5;20;Chemical;72;2.19;Zaghouan;North;Wheat;41;73;79;Radicular;60;17.4;152.2;75.59297450620318;7.479186131301465;5.0
ICI;12;5;15;Granular;80;2.77;Kebili;South;Wheat;41;73;79;Radicular and Foliar;60;19.70490089789857;73.8;43.96205406218599;8.054422566232018;5.5
ACM MAR S;15;10;10;Granular;90;2.94;Nabeul;North;Corn;142;61;34;Foliar;70;21.3;123.31153235383236;48.780806829886856;7.0002724550081625;6.68
ACM COBRE;12;15;10;Organic;50;2.78;Bizerte;North;Barley;127;39;57;Radicular and Foliar;55;32.52011033626747;84.52426127641972;41.68626721187811;6.784549170069773;11.84
PANORAMIX WHEAT;10;5;10;Liquid;80;2.03;Sidi Bouzid;Central;Olive;146;70;40;Seed Treatment;80;12.6933288707517;70.3;21.204681915339663;7.1839843220373325;7.79
HOLD plus;5;10;20;Granular;80;2.95;Monastir;Central;Tomato;142;33;22;Radicular and Foliar;45;11.788161707680416;78.3;23.07278225854633;7.9250469635456735;5.43
CALFERT 15-0-0 + 20CaO;15;0;0;Organic;80;1.66;Jendouba;North;Barley;127;39;57;Radicular and Foliar;55;26.45565986790813;77.34946400432746;60.4;6.798900411055349;97.88
FORCEX ECO;10;5;10;Organic;60;2.54;Beja;North;Olive;146;70;40;Radicular and Foliar;80;26.4;131.28244915472317;38.7;6.870743832264242;8.01
CALMAG 10-0-0 + 12CaO + 6MgO;10;0;0;Chemical;65;1.29;Manouba;North;Corn;142;61;34;Radicular and Foliar;70;37.79041593555857;102.4923864496281;38.882856991252616;6.5945355891954;114.95
ACM CITRUS;5;5;5;Organic;75;1.36;Siliana;Central;Corn;142;61;34;Radicular and Foliar;70;18.7;71.64303283937537;;7.064962231511816;7.09
WUXAL AMINO;15;5;10;Organic;70;3.0;Jendouba;North;Barley;127;39;57;Radicular and Foliar;55;30.26382375058233;89.6;55.94568410045855;6.693461279087988;9.92
Nutriplusorganic 4-3-3;4;3;3;Organic;60;1.22;Tunis;North;Barley;127;39;57;Soil Application;55;24.53752790671233;142.3250898932482;71.70904452515316;7.181522326808175;31.66
ZINC SULFATE;5;10;15;Liquid;60;2.44;Nabeul;North;Olive;146;70;40;Soil Application;80;23.03130863152577;118.32820150554318;51.3;6.905024551936889;6.07
FULLVIGOR;12;5;20;Liquid;65;2.81;Medenine;South;Wheat;41;73;79;Radicular;60;19.09039605014309;47.85166124461885;26.4;7.57288869764087;70.92
CAOS XT;15;10;15;Chemical;55;2.95;Sfax;South;Olive;146;70;40;Radicular and Foliar;80;6.5047554528965215;92.6;40.8;7.699948599818176;6.5
ACM SEAFORCE;5;10;15;Liquid;85;2.99;Kebili;South;Barley;127;39;57;Seed Treatment and Foliar;55;20.74363119502368;81.41107035283557;;7.8471295928299645;5.0
IDAI CA SOIL;8;10;15;Granular;85;2.87;Bizerte;North;Potato;61;62;21;Radicular and Foliar;50;34.5;88.1;42.3;6.806215362818405;5.47
MIX DRIP COMPBI;5;10;20;Granular;70;3.0;Nabeul;North;Olive;146;70;40;Radicular and Foliar;80;20.8;120.47925337907576;49.5;6.584761594354575;5.0
SUPER FIFTY;10;5;10;Liquid;80;2.28;Jendouba;North;Tomato;142;33;22;Radicular and Foliar;45;28.2;82.0;58.3;6.711825792261973;8.38
DEFENDER MZ;10;15;10;Liquid;85;2.52;Bizerte;North;Wheat;41;73;79;Radicular and Foliar;60;31.83778941053532;86.42516175167589;42.63897891469121;6.722699627473893;5.0
ULTRAFERRO;15;10;15;Granular;85;3.04;Sidi Bouzid;Central;Olive;146;70;40;Radicular;80;11.725692215901626;69.36085936161106;24.49719524307195;7.318593547692743;5.0
TRADEBOR;12;10;20;Liquid;50;2.87;Zaghouan;North;Tomato;142;33;22;Radicular and Foliar;45;18.06145112266452;131.29711202376438;78.9;7.084072382856446;6.32
BORON PLUS;10;5;15;Granular;50;2.07;Bizerte;North;Potato;61;62;21;Foliar;50;29.176281207682223;90.13577872384684;50.28622617358177;6.760428388912485;8.31
FOLIASTIM MN/ZN;15;15;5;Liquid;75;2.77;Sfax;South;Potato;61;62;21;Radicular;50;6.3;105.9;39.90999623300672;7.850475085899636;16.3
FARINA DI BASALTO;15;5;5;Organic;54;2.27;Mahdia;Central;Potato;61;62;21;Soil Application;50;14.506438137723556;105.1;35.379929130265296;7.3702308855953795;21.69
ALGAMAX ORGANIC;10;10;15;Liquid;50;2.93;Kebili;South;Corn;142;61;34;Foliar;70;20.5;73.31772408276827;42.6;7.904675483986613;7.98
POTASSIUM NITRATE;15;10;15;Granular;55;3.3;Ben Arous;North;Barley;127;39;57;Soil Application;55;;141.54383153830454;30.24819334460385;7.325062423139327;5.18
KALIFERT 0-0-50;0;0;50;Granular;65;3.76;Sousse;Central;Olive;146;70;40;Soil Application;80;16.592463872872372;71.7108722424009;48.5;7.554319201914486;5.0
IDAI K PLUS;8;10;15;Organic;60;2.54;Tozeur;South;Olive;146;70;40;Radicular and Foliar;80;23.455935078795463;67.3;13.30631862741966;8.170701838232482;6.1
ULTRAFERRO;15;10;15;Granular;85;2.7;Ben Arous;North;Wheat;41;73;79;Radicular;60;30.1;119.0;31.08403499003648;7.315829896957748;5.27
FARINA DI BASALTO;15;5;5;Organic;50;2.38;Sousse;Central;Wheat;41;73;79;Soil Application;60;17.633213433567622;61.56010797165756;45.73286841910922;7.711075773961759;8.77
PERFECTOSE;15;5;10;Liquid;50;2.02;Tunis;North;Olive;146;70;40;Radicular and Foliar;80;24.16336493265162;157.99601048374888;59.1;7.119417628942376;10.35
FUSVICUR;5;5;15;Organic;50;2.33;Kebili;South;Corn;142;61;34;Foliar;70;22.4;75.34159693243419;43.29400389776292;8.057912781377894;7.77
ACM BORO;12;15;15;Granular;70;2.97;Sidi Bouzid;Central;Barley;127;39;57;Foliar;55;11.11520435060278;71.45820453108936;20.2;7.355155386458375;6.2
RAPTOR FE 48;15;10;10;Liquid;75;3.08;Kebili;South;Tomato;142;33;22;Radicular;45;20.8504802746696;69.29920016345098;42.816409058857445;7.993050481450043;9.57
STIMUL NOSSUM SP;15;15;10;Organic;75;3.16;Kairouan;Central;Potato;61;62;21;Radicular and Foliar;50;19.34628519246558;75.13751135690669;64.36726506578454;7.69621709315467;5.0
PERFECTOSE;15;5;10;Liquid;52;2.17;Mahdia;Central;Wheat;41;73;79;Radicular and Foliar;60;14.478782177932224;108.9;36.60448327789023;7.284061386892925;6.69
FOLIASTIM MN/ZN;15;15;5;Liquid;75;3.17;Medenine;South;Tomato;142;33;22;Radicular;45;18.8;49.00095201759533;22.685199225789862;7.501994252469826;17.89
BLACKFORT;10;5;10;Granular;70;1.77;Jendouba;North;Potato;61;62;21;Radicular and Foliar;50;29.667962152286027;89.2;54.8;6.76840955963725;8.95
ACM FUL EXTRA;5;10;15;Liquid;85;2.16;Monastir;Central;Wheat;41;73;79;Radicular and Foliar;60;14.25789692701712;88.4;23.917171586761523;7.813959386778387;5.58
ICC;15;5;10;Liquid;90;2.9;Kebili;South;Corn;142;61;34;Radicular and Foliar;70;17.98788604717878;70.97361204285328;38.54825640813803;8.05145137438027;6.63
BASFOLIAR SIZE SL;15;5;15;Organic;50;2.44;Tataouine;South;Olive;146;70;40;Foliar;80;23.62377184175964;69.78143181938191;26.141543344666832;7.61516731858014;7.2
AMINO Mn/Zn;15;15;15;Chemical;50;3.34;Ben Arous;North;Barley;127;39;57;Foliar;55;31.4;132.3;34.562859975066615;7.664091882780836;7.91
CRIPTHUM;18;15;20;Organic;65;3.96;Siliana;Central;Potato;61;62;21;Radicular;50;15.277267015041463;71.7;57.212965060035145;7.284528121001411;5.0
ECOFERT 5-3-4;5;3;4;Granular;62;1.47;Gabes;South;Tomato;142;33;22;Soil Application;45;5.5;96.91327843278144;37.25286789138068;8.161834254894544;29.85
RHYZO;8;10;5;Liquid;55;2.02;Nabeul;North;Corn;142;61;34;Radicular;70;21.6;110.02170855489466;52.2;6.658471967060888;20.38
BIOCAL;15;10;20;Organic;55;2.94;Gabes;South;Wheat;41;73;79;Radicular and Foliar;60;4.840160020733973;91.87352213612934;41.0;7.988603086659289;5.0
JISAQUEL FE S-6;10;10;20;Liquid;60;2.86;Monastir;Central;Barley;127;39;57;Radicular and Soil Application;55;12.512174205497322;89.69671201383657;21.09811838258449;7.887796682937708;5.6
AMINO Mn/Zn;15;15;15;Chemical;50;2.9;Bizerte;North;Wheat;41;73;79;Foliar;60;32.0243033375268;86.45232233080922;41.81997703932065;6.773458227889978;5.0
WUXAL AMINO;15;5;10;Organic;70;2.96;Kairouan;Central;Tomato;142;33;22;Radicular and Foliar;45;19.4;70.40958260383233;59.24548359096203;7.669696051556452;11.9
VITANICA RZ BIO;15;15;10;Organic;80;2.64;Manouba;North;Potato;61;62;21;Radicular and Foliar;50;37.30437789322916;89.8;40.8;6.481771409586397;8.15
HUMIFERT LIQUID;10;10;10;Liquid;50;2.51;Ariana;North;Potato;61;62;21;Radicular and Foliar;50;18.6;97.8;33.01557332807278;7.564213989263518;13.54
DAP 18-46-0;18;46;0;Granular;60;4.64;Kairouan;Central;Wheat;41;73;79;Soil Application;60;;72.12637985553599;60.31344767938308;7.882417948485379;5.0
DAP 18-46-0;18;46;0;Granular;60;4.04;Medenine;South;Wheat;41;73;79;Soil Application;60;18.72106300210224;44.87006733162959;22.305500347775773;7.434816327179648;52.24
ALGA-PLEX;10;5;10;Chemical;60;1.95;Kef;Central;Wheat;41;73;79;Radicular and Foliar;60;16.591246347697055;96.3;27.017468171425016;8.107157445890456;10.0
BOMBARDIER SUGAR;15;15;10;Granular;50;3.03;Kairouan;Central;Potato;61;62;21;Radicular and Foliar;50;21.23844976357644;73.0;67.0;7.635175028128697;5.0
GOLDEN FER;12;10;5;Liquid;75;2.05;Tozeur;South;Corn;142;61;34;Radicular and Soil Application;70;;66.3;13.808890029343896;8.177561127646182;5.6
MOLEX;5;15;25;Chemical;74;3.07;Medenine;South;Corn;142;61;34;Radicular and Foliar;70;21.9326080145882;46.175147867852274;25.45296799678887;7.598853391722058;5.0
ASCOFILLUM;15;10;10;Chemical;70;2.7;Kasserine;Central;Tomato;142;33;22;Radicular and Foliar;45;30.991015593878057;107.9;47.50371371741157;8.078504702291282;5.44
ALGALIV;15;15;10;Organic;60;3.42;Ariana;North;Potato;61;62;21;Radicular and Foliar;50;17.4;80.82371588024132;33.5;7.500895371727081;11.13
FOLIASTIM MN/ZN;15;15;5;Liquid;75;3.09;Jendouba;North;Olive;146;70;40;Radicular;80;28.4;83.5771333957768;63.362015914214304;6.382775493775474;12.99
ACM AMINO 12 VEGETAL;15;10;15;Liquid;75;2.98;Kebili;South;Wheat;41;73;79;Radicular and Foliar;60;19.21956779253404;73.19931319584725;42.47308006167077;7.999546046755883;5.17
IDAI K PLUS;8;10;15;Organic;60;2.39;Zaghouan;North;Barley;127;39;57;Radicular and Foliar;55;15.758042296293468;148.1821212107476;74.8;7.383555585463959;6.99
ACM CALCIO PLUS;12;10;12;Organic;75;3.01;Monastir;Central;Corn;142;61;34;Radicular and Foliar;70;12.4;83.61267589554313;21.11097848214083;7.590801470147558;6.84
TRADEBOR;12;10;20;Liquid;50;2.77;Kasserine;Central;Olive;146;70;40;Radicular and Foliar;80;28.3;106.4;46.2;8.26440482938019;5.19
RHYZO;8;10;5;Liquid;55;1.7;Siliana;Central;Wheat;41;73;79;Radicular;60;17.342085991973388;77.65741020486452;56.414644705071616;7.311120759417277;12.19
FERTICROP ORGANIC PLUS;15;12;15;Organic;55;2.89;Bizerte;North;Tomato;142;33;22;Soil Application;45;32.63448367156508;87.0;49.3;7.05719877401365;7.52
BLACKFORT;10;5;10;Granular;70;2.37;Gabes;South;Barley;127;39;57;Radicular and Foliar;55;4.7;96.8742056474738;43.21931257161087;7.973447061042369;9.91
BORKO;10;5;15;Chemical;80;2.93;Monastir;Central;Olive;146;70;40;Radicular and Foliar;80;13.642332868514243;94.1;20.9;7.899061752214562;5.0
MAP 11-52-0;11;52;0;Liquid;90;3.75;Beja;North;Wheat;41;73;79;Soil Application;60;;131.4;42.0;7.148950445956306;5.0
FLOCROP B;15;10;5;Liquid;70;2.65;Beja;North;Corn;142;61;34;Radicular and Foliar;70;26.3;133.8;;6.985356822813785;5.0
DCM VIVIKALI;5;5;20;Chemical;80;2.15;Mahdia;Central;Barley;127;39;57;Soil Application;55;16.534227562448084;94.5;32.51687225893081;7.429062844147923;5.0
MICROFERT 12-0-0 + 1Zn;12;0;0;Chemical;50;1.8;Kebili;South;Wheat;41;73;79;Foliar;60;18.7;77.69099284861818;44.6;7.950641187510158;10.53
CAOS XT;15;10;15;Chemical;55;2.58;Kasserine;Central;Tomato;142;33;22;Radicular and Foliar;45;28.566864535461683;104.61656303123328;47.2;7.858379308221667;7.47
HUMILAND;15;12;10;Liquid;50;3.33;Ariana;North;Olive;146;70;40;Radicular;80;19.40241703406148;86.63800030380595;34.6;7.258797048574071;9.42
PHOSFERT 18-46-0;18;46;0;Granular;80;4.25;Kef;Central;Wheat;41;73;79;Soil Application;60;14.9;98.58571198707943;25.1962787768828;7.757199563739267;35.26
HUMILIG 11-5;11;5;10;Chemical;90;2.24;Bizerte;North;Olive;146;70;40;Radicular;80;31.6;92.56953481385936;42.70035549922063;6.86501240748826;6.59
MANGANESE SULFATE;5;10;5;Chemical;70;1.88;Kef;Central;Tomato;142;33;22;Soil Application;45;16.9;86.3;22.832090241009123;7.966465072150356;18.61
ACM HUMIC;12;15;10;Granular;50;3.1;Ben Arous;North;Corn;142;61;34;Radicular and Foliar;70;27.4;125.2;31.01813510120463;7.276101443727034;12.14
MOLYBDENUM PLUS;5;10;5;Chemical;75;1.64;Ben Arous;North;Tomato;142;33;22;Foliar;45;26.6;;26.807418838138744;7.403764744583998;14.81
ICI;12;5;15;Granular;81;2.51;Gabes;South;Tomato;142;33;22;Radicular and Foliar;45;4.819456385526226;91.8;38.374141484127655;8.211604439701283;6.43
CALFERT 15-0-0 + 20CaO;15;0;0;Organic;80;1.77;Mahdia;Central;Corn;142;61;34;Radicular and Foliar;70;13.9;94.6089596614184;32.172072769434344;7.519620328001396;95.08
HUMILIG 25 PLUS;10;15;20;Chemical;50;2.94;Tataouine;South;Corn;142;61;34;Radicular and Foliar;70;22.1;75.95299788726936;23.3;7.55505364889776;6.02
MAX SEASAILER;15;10;15;Liquid;80;3.43;Gabes;South;Potato;61;62;21;Radicular and Foliar;50;4.625116840832687;98.6;38.51724444946514;8.215299415767136;6.31
ACM AMINO 12 VEGETAL;15;10;15;Liquid;72;2.65;Beja;North;Potato;61;62;21;Radicular and Foliar;50;25.51365618095135;146.34425052556486;36.93263803750313;7.062904932662305;6.37
ESPARTAN;5;8;25;Granular;55;2.47;Siliana;Central;Corn;142;61;34;Radicular;70;16.64967048423173;80.9;48.712970154411565;7.516178320135579;5.0
WUXAL ASCOFOL;15;15;10;Liquid;70;3.32;Kef;Central;Wheat;41;73;79;Foliar;60;;91.57573018549886;26.1233235517176;7.757778434197712;5.0
WUXAL ASCOFOL;15;15;10;Liquid;74;2.86;Kebili;South;Barley;127;39;57;Foliar;55;20.646636606006552;77.7;41.29217968943009;8.250227652658536;8.88
NITROCAL 20-0-0 + 15CaO;20;0;0;Organic;65;2.2;Monastir;Central;Olive;146;70;40;Soil Application;80;12.0;;18.89691513367029;8.019346492487717;90.79
BORON PLUS;10;5;15;Granular;50;2.88;Siliana;Central;Olive;146;70;40;Foliar;80;19.18489973996846;73.22151264048038;53.4165793139429;7.295869897829869;7.46
MAGNIFERT 10-5-10 + 2MgO;10;5;10;Chemical;55;1.84;Kairouan;Central;Barley;127;39;57;Soil Application;55;22.399264622003965;72.76599068593116;64.0;7.84449549840274;12.43
AGRI M40;16;10;20;Granular;72;3.58;Siliana;Central;Wheat;41;73;79;Radicular;60;16.9;77.7;52.619131024809775;7.166243207467713;5.0
CALCIUM NITRATE;10;15;15;Organic;60;3.45;Tunis;North;Corn;142;61;34;Soil Application;70;21.90015415681341;151.7061240019102;66.60782196659865;7.03671855904918;6.83
BORON PLUS;10;5;15;Granular;50;2.23;Tataouine;South;Olive;146;70;40;Foliar;80;24.24776089732173;68.2;;7.500454034261357;5.0
